REGIONID,DUID,AssetType,SiteName,Owner,TechnologyType,FuelType
 QLD1 ,,Project,Theodore Wind Farm,RWE Renewables Australia, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Thomastown BESS,Ausnet Transmission Group Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Thunderbolt Wind Farm,Neoen Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Existing Plant,Ti Tree Bioenergy,Ti Tree Bioenergy, Reciprocating Engine - Compression ignition ,Renewable Biomass or Waste - Landfill Gas
 QLD1 ,TITREE,Existing Plant,Ti Tree Bioenergy,Ti Tree Bioenergy, Reciprocating Engine - Compression ignition ,Renewable Biomass or Waste - Landfill Gas
 QLD1 ,,Project,Ticoba BESS,European Energy Australia P/L, Storage - Battery ,Other - Other
 QLD1 ,,Project,Ticoba Solar Farm,European Energy Australia P/L, Solar PV - Fixed ,Solar - Solar
 QLD1 ,TieriBESS1,Project,Tieri BESS,FRV Service Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Tilbuster Solar Farm,Enerparc Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,TIMWEST,Existing Plant,Timboon West Wind Farm,Timboon West Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Tomago BESS,AGL, Storage - Battery ,Other - Other
 NSW1 ,,Project,Tomago BESS (AGL),AGL Energy, Storage - Battery ,Other - Other
 VIC1 ,TOORAWF,Existing Plant,Toora,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Toowoomba Pumped Storage Project,BE Power, Storage - Battery ,Other - Other
 SA1 ,TORRB1,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited, Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline
 SA1 ,TORRB2,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited, Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline
 SA1 ,TORRB3,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited, Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline
 SA1 ,TORRB4,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited, Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline
 SA1 ,TIB1,Existing Plant,Torrens Island BESS,TIPSCO, Storage - Battery ,Other - Other
 NSW1 ,TOWER,Existing Plant,Tower,EDL CSM NSW Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas
 QLD1 ,YABULU,Existing Plant,Townsville Power Station,RATCH-Australia, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 QLD1 ,YABULU2,Existing Plant,Townsville Power Station,RATCH-Australia, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,,Project,Tramway BESS,BZ Renewables Holdings Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Tramway Road BESS,NEMMCO, Storage - Battery ,Other - Other
 VIC1 ,TGNSS1,Existing Plant,Traralgon Network Support Station,NovaPower Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Natural Gas
 TAS1 ,TREVALLN,Existing Plant,Trevallyn,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 TAS1 ,TREVALLN,Existing Plant,Trevallyn,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 TAS1 ,,Project,Triabunna Wind Farm,Fera Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 TAS1 ,TRIBUTE,Existing Plant,Tribute,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 TAS1 ,,Project,Tribute Pumped Hydro Option,Hydro-Electric Corporation, Storage - Pumped hydro ,Hydro - Water
 QLD1 ,TULLYSM1,Existing Plant,Tully Sugar Mill,Tully Sugar Limited, Turbine - Steam Super Critical ,Renewable Biomass or Waste - Bagasse
 QLD1 ,,Project,Tummaville Hybrid Facility - BESS (KCI),Elements Green Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Tummaville Hybrid Facility - Solar (KCI),Elements Green Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Tumuruu BESS,Austraiian Solar, Storage - Battery ,Other - Other
 QLD1 ,,Project,Tumuruu Solar Farm,Austraiian Solar, Solar PV - Fixed ,Solar - Solar
 NSW1 ,TUMUT3,Existing Plant,Tumut 3,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water
 TAS1 ,TUNGATIN,Existing Plant,Tungatinah,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 SA1 ,,Project,Tungkillo BESS - KCI,RES Australia Pty Ltd, Storage - Battery ,Other - Other
 SA1 ,,Project,Twin Creek Wind Farm,RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Tyrone BESS,European Energy Australia P/L, Storage - Battery ,Other - Other
 QLD1 ,,Project,Tyrone Solar,European Energy Australia P/L, Solar PV - Fixed ,Solar - Solar
 QLD1 ,ULBESS,Project,Ulinda Park BESS,Ulinda Park ProjectCo Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Ulladulla Offshore Wind Farm,OceanEx Energy, Wind Turbine - Offshore ,Wind - Wind
 SA1 ,,Project,UniSA Solar project,University of South Australia, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Upper Calliope Solar Farm (side A),European Energy S/A, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Upper Hunter BESS,Maizewood Pty Ltd., Storage - Battery ,Other - Other
 NSW1 ,,Project,Upper Hunter Energy Park - Solar,Upper Hunter Energy Park Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Upper Hunter Energy Park - Wind,Upper Hunter Energy Park Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,UPPTUMUT,Existing Plant,Upper Tumut,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water
 NSW1 ,UPPTUMUT,Existing Plant,Upper Tumut,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water
 NSW1 ,URANQ11,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,URANQ12,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,URANQ13,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,URANQ14,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,Uungula BESS,Squadron Energy Services Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Uungula Wind Farm,Uungula Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,VALDORA1,Existing Plant,Valdora Solar Farm,Diamond Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,VP5,Existing Plant,Vales Point B,Delta Electricity, Turbine - Steam Sub Critical ,Fossil - Black Coal
 NSW1 ,VP6,Existing Plant,Vales Point B,Delta Electricity, Turbine - Steam Sub Critical ,Fossil - Black Coal
 NSW1 ,,Project,Vales Point Solar,Delta Electricity, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Valley of the Winds,ACEN Renewables, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Valley of the Winds,ACEN Renewables, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Valley of the Winds,ACEN Renewables, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,VPGS1,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,VPGS2,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,VPGS3,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,VPGS4,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,VPGS5,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,VPGS6,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,,Project,Vast Solar 1,Vast Solar 1 Pty Ltd, Solar Thermal - Other ,Solar - Solar
 QLD1 ,,Existing Plant,Victoria Mill,Wilmar Sugar (Herbet) Pty Ltd, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse
 QLD1 ,,Existing Plant,Victoria Mill,Wilmar Sugar (Herbet) Pty Ltd, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse
 VIC1 ,VBB1,Existing Plant,Victorian Big Battery,Victorian Big Battery Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Vineyard BESS,Global Power Generation Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Wagga North BESS - KCI,ZEN Energy Future Pty Ltd, Storage - Battery ,Solar - Solar
 NSW1 ,,Project,Wagga North BESS (IB Vogt) - KCI,Ib vogt Development Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,WAGGNSF1,Existing Plant,Wagga North Solar Farm,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,WAGGNSF1,Existing Plant,Wagga North Solar Farm,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Wagga North Solar Farm BESS,Wagga Wagga Operationsco Pty Ltd as trustee for the Wagga Wagga Operations Trust, Storage - Battery ,Solar - Solar
 NSW1 ,,Project,Wagga Wagga BESS (KCI),Eku Energy Projects (Australia) Trust, Storage - Battery ,Other - Other
 NSW1 ,,Project,Wagga Wagga Solar Farm,NEMMCO, Solar PV - Fixed ,Solar - Solar
 NSW1 ,WLWLSF1,Existing Plant,Walla Walla Solar Farm,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust), Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,WLWLSF2,Existing Plant,Walla Walla Solar Farm,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust), Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Wallabadah BESS,North Harbour Clean Energy P/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Wallaroo Solar Farm,New Energy development and Univergy Solar Joint venture (SPV) Wallaroo Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Wallerawang 9 BESS,Greenspot Wallerawang Pty Ltd as trustee for the Greenspot Wallerawang Unit Trust, Storage - Battery ,Other - Other
 NSW1 ,WALGRV1,Existing Plant,Wallgrove Grid Battery project,TransGrid, Storage - Battery ,Other - Other
 QLD1 ,,Project,Wambo Wind Farm,Cubico Sustainable Investments Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Wambo Wind Farm,Cubico Sustainable Investments Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,WANDB1,Existing Plant,Wandoan South BESS,Vena Evergy, Storage - Battery ,Other - Other
 QLD1 ,WANDSF1,Existing Plant,Wandoan South Solar Stage 1,Vena Evergy, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Wandoan South Solar Stage 2,TBSOL, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Wangaratta Solar Farm,Wangaratta Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,WTAHB1,Project,Waratah Super Battery,Munmorah Battery ProjectCo Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Warracknabeal Wind Farm,WestWind Energy Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,WARWSF1,Existing Plant,Warwick Solar Farm,The University of Queensland, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,WARWSF2,Existing Plant,Warwick Solar Farm,The University of Queensland, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,WATERLWF,Existing Plant,Waterloo Wind Farm,Waterloo Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,WATERLWF,Existing Plant,Waterloo Wind Farm,Waterloo Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Watta Wella Power Station,RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Wattle Creek Energy Hub - Battery Storage,Wattle Creek Energy Hub P/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Wattle Creek Energy Hub - Solar / BESS,Wattle Creek Energy Hub P/L, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Wattle Creek Energy Hub - Solar / BESS,Wattle Creek Energy Hub P/L, Storage - Battery ,Solar - Solar
 SA1 ,WPWF,Existing Plant,Wattle Point,Infrastructure Capital Group, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,WAUBRAWF,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,WAUBRAWF,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,WAUBRAWF,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Waubra BESS - KCI,Acciona Energy Australia Global, Storage - Battery ,Other - Other
 TAS1 ,,Project,Weasel Solar Farm And BESS - KCI,Weasel Solar Farm P/L, Storage - Battery ,Solar - Solar
 TAS1 ,,Project,Weasel Solar Farm And BESS - KCI,Weasel Solar Farm P/L, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Wellington A-CAES,Hydrostor Australia Holdings P/L, Storage - Other ,Other - Other
 NSW1 ,,Project,Wellington BESS,AMPYR Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Wellington BESS 2,AMPYR Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Wellington North BESS - KCI,Lightsource Development Services Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Wellington North Solar Farm,AGL Hydro Partnership, Solar PV - Fixed ,Solar - Solar
 NSW1 ,WELNSF1,Existing Plant,Wellington North Solar Farm (Lightsource),Wellington North Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,WELLSF1,Existing Plant,Wellington Solar Farm,Lightsource Australia SPV 4 Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Wellington Town BESS - KCI,RWE Renewables Australia Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,WEMENSF1,Existing Plant,Wemen Solar Farm,Wemen Asset Co Pty Ltd as Trustee to Wemen Solar Unit Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,WESTILL1,Existing Plant,West Illawarra Leagues Club,Western Suburbs Leagues Club, Reciprocating Engine - Compression ignition ,Fossil - Diesel
 VIC1 ,WKIEWA1,Existing Plant,West Kiewa,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water
 VIC1 ,WKIEWA2,Existing Plant,West Kiewa,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water
 VIC1 ,,Project,West Mokoan Solar Farm,West Mokoan Solar Farm, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,West Mokoan Solar Farm,West Mokoan Solar Farm, Storage - Battery ,Other - Other
 NSW1 ,,Project,West Wellington Wind Farm,Mint Renewables, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,West Wyalong BESS,Lightsource BP, Storage - Battery ,Other - Other
 NSW1 ,WSTWYSF1,Existing Plant,West Wyalong Solar Farm,West Wyalong Fund Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,WDBESS1,Existing Plant,Western Downs Battery,Western Downs BESS Pty Ltd as trustee for Western Downs BESS Trust, Storage - Battery ,Other - Other
 QLD1 ,,Project,Western Downs Battery- Stage 2,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Western Downs Gas Peaking Plant - KCI,PowerGen P51 Pty Ltd, Turbine - CCGT ,Other - Other
 QLD1 ,WDGPH1,Existing Plant,Western Downs Green Power Hub P/L,Western Downs Green Power Hub Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 TAS1 ,,Project,Western Plains Wind Farm,ARK Energy Corporation Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Western Sydney Energy & Resource Recovery Centre,Western Sydney Energy & Resource Recovery Centre, Other - Other ,Other - Other
 NSW1 ,,Project,Western Sydney Pumped Hydro Project,Zen Energy Retail Pty Ltd, Storage - Pumped hydro ,Hydro - Water
 TAS1 ,,Project,Whaleback Ridge Wind Farm - KCI,West Coast Renewables Energy Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,WRSF1,Existing Plant,White Rock Solar Farm,White Rock Wind Farm Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,WRWF1,Existing Plant,White Rock Wind Farm - Stage 1,CECEP Wind Power Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,White Rock Wind Farm - Stage 2,White Rock Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,WHITSF1,Existing Plant,Whitsunday Solar Farm,Whitsunday Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,WHIT1,Existing Plant,Whitwood Road,LMS Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 SA1 ,,Project,Whyalla,Adani, Solar PV - Fixed ,Solar - Solar
 SA1 ,,Project,Whyalla BESS - KCI,BESS Kalkallo Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Existing Plant,Wilga Park Power Station A,Santos, Reciprocating Engine - Spark ignition ,Fossil - Coal Seam Methane
 NSW1 ,,Existing Plant,Wilga Park Power Station A,Santos, Reciprocating Engine - Spark ignition ,Fossil - Coal Seam Methane
 NSW1 ,,Existing Plant,Wilga Park Power Station B,Santos, Reciprocating Engine - Spark ignition ,Fossil - Coal Seam Methane
 VIC1 ,,Project,Willatook,Wind Prospect WA Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Willavale BESS,X-Elio Willavale Park Trust, Storage - Battery ,Other - Other
 NSW1 ,,Project,Willavale Solar Farm,X-Elio Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,WILLHOV1,Existing Plant,William Hovel,Pacific Hydro Investments Pty Ltd, Hydro - Run of River ,Hydro - Water
 NSW1 ,,Project,Williamsdale BESS,EKU Energy, Storage - Battery ,Other - Other
 SA1 ,WGWF1,Existing Plant,Willogoleche Wind Farm,Willogoleche Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,WGWF1,Existing Plant,Willogoleche Wind Farm,Willogoleche Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Willowvale Solar Farm - KCI,Elgin Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,,Project,Wimmera Plains BESs,BayWA r.e Projects Australia Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Wimmera Plains Wind Farm - KCI,Wimmera Plains Energy Facility Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Winchelsea Gas Turbines - KCI,APA Power Holdings Pty Ltd, Turbine - OCGT ,Other - Other
 QLD1 ,WHILL1,Existing Plant,Windy Hill,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,WINGF1_1,Existing Plant,Wingfield 1,EDL LFG SA Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 SA1 ,WINGF2_1,Existing Plant,Wingfield 2,EDL LFG SA Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 NSW1 ,,Project,Winterbourne Wind Farm,WinterbourneWind Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Winton BESS,AE BESS 10 as Trustee for AE BESS 10 Unit Trust, Storage - Battery ,Other - Other
 VIC1 ,,Project,Winton Energy Reserve 1,Lochard Energy, Storage - Battery ,Other - Other
 VIC1 ,,Project,Winton Energy Reserve 1,Lochard Energy, Reciprocating Engine - Spark ignition ,Fossil - Natural Gas
 VIC1 ,WINTSF1,Existing Plant,Winton Solar Farm,Winton Asset Co. Pty Ltd as Trustee of the Winton Asset Trust, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,W/HOE#1,Existing Plant,Wivenhoe,CleanCo Queensland Limited, Storage - Pumped hydro ,Hydro - Water
 QLD1 ,W/HOE#2,Existing Plant,Wivenhoe,CleanCo Queensland Limited, Storage - Pumped hydro ,Hydro - Water
 VIC1 ,,Project,Wodonga BESS,IBERDROLA AUSTRALIA DEVELOPMENT PTY LIMITED, Storage - Battery ,Other - Other
 VIC1 ,,Project,Wodonga Solar Farm,Wodonga Solar Power, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Wollar BESS,Wollar Solar Finance Pty Ltd., Storage - Battery ,Other - Other
 NSW1 ,WOLARSF1,Project,Wollar Solar Farm,Wollar Solar Development Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Existing Plant,Wollert,LMS Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 VIC1 ,,Project,Wollert Gas Turbine - KCI,APA Power Holdings Pty Ltd, Turbine - OCGT ,Other - Other
 VIC1 ,,Project,Wombelano Wind Farm,Wind Projects Australia Project 1 Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,WONWP,Existing Plant,Wonthaggi Wind Farm,Vision Super Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Wooderson Solar Farm,Wooderson Solar Development Company Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Woodland BESS,Risen Energy (Australia) Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,WDLNGN01,Existing Plant,Woodlawn Bioreactor Energy Generation,Veolia Environmental Services Aust P/L, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Biogas
 NSW1 ,WOODLWN1,Existing Plant,Woodlawn Wind Farm,Woodlawn Wind Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Woodstock BESS,AGL Energy Limited, Storage - Battery ,Other - Other
 QLD1 ,,Project,Woodstock Renewable Energy Hub - BESS,Private Energy Partners, Storage - Battery ,Other - Other
 QLD1 ,,Project,Woodstock Renewable Energy Hub - Solar,Private Energy Partners, Solar PV - Fixed ,Solar - Solar
 TAS1 ,WOOLNTH1, Existing Plant ,Woolnorth Studland Bay / Bluff Point, Woolnorth Wind Farm Finance Pty Ltd , Wind Turbine - Onshore , Wind - Wind 
 TAS1 ,WOOLNTH1, Existing Plant ,Woolnorth Studland Bay / Bluff Point, Woolnorth Wind Farm Finance Pty Ltd , Wind Turbine - Onshore , Wind - Wind 
 TAS1 ,WOOLNTH1, Existing Plant ,Woolnorth Studland Bay / Bluff Point, Woolnorth Wind Farm Finance Pty Ltd , Wind Turbine - Onshore , Wind - Wind 
 QLD1 ,, Project ,Woolooga BESS, Woolooga BESS Fund Pty Limited as trustee for the Woolooga BESS Trust , Storage - Battery , Other - Other 
 QLD1 ,, Project ,Woolooga BESS - KCI, Elements Green Australia Pty Ltd , Storage - Battery , Other - Other 
 QLD1 ,WOOLGSF1, Existing Plant ,Woolooga Solar Farm, Woolooga Fund Pty Ltd , Solar PV - Single axis tracking , Solar - Solar 
 VIC1 ,, Project ,Woolsthorpe Wind Farm, Woolsthorpe Wind Farm Pty Ltd , Wind Turbine - Onshore , Wind - Wind 
 VIC1 ,, Project ,Wooreen Energy Storage System, EnergyAustralia Holdings Limited , Storage - Battery , Other - Other 
 QLD1 ,, Project ,Wooroora Station Wind Farm, ARK Energy Corporation Pty Ltd , Wind Turbine - Onshore , Wind - Wind 
 VIC1 ,WUNUSF1, Project ,Wunghnu Solar Farm, Sun Spot 3 Pty Ltd , Solar PV - Single axis tracking , Solar - Solar 
 QLD1 ,, Project ,Wurdong BESS, Wurdong ProjectCo Pty Ltd , Storage - Battery , Other - Other 
 NSW1 ,WYASF1, Existing Plant ,Wyalong Solar Farm, Wyalong Solar Farm Pty Ltd as the trustee for the Wyalong Solar Farm Unit Trust , Solar PV - Single axis tracking , Solar - Solar 
 NSW1 ,WYANGALA, Existing Plant ,Wyangala A, Hydro Power Pty Ltd , Hydro - Dam , Hydro - Water 
 NSW1 ,WYANGALB, Existing Plant ,Wyangala B, AGL , Hydro - Dam , Hydro - Water 
 QLD1 ,, Project ,X-Elio - Sixteen Mile SF BESS, The Trustee for X-ELIO SIXTEEN MILE TRUST , Solar PV - Single axis tracking , Solar - Solar 
 QLD1 ,, Project ,Yabulu BESS, Yabulu BESS Pty Ltd , Storage - Battery , Other - Other 
 QLD1 ,, Project ,Yabulu Solar Farm, Yabulu Solar Farm Pty Ltd , Solar PV - Single axis tracking , Solar - Solar 
 SA1 ,, Project ,Yadnarie Solar Farm, Photon Energy Group , Solar PV - Fixed , Solar - Solar 
 VIC1 ,YWPS1, Existing Plant ,Yallourn W, EnergyAustralia Yallourn Pty Ltd , Turbine - Steam Sub Critical , Fossil - Brown Coal 
 VIC1 ,YWPS2, Existing Plant ,Yallourn W, EnergyAustralia Yallourn Pty Ltd , Turbine - Steam Sub Critical , Fossil - Brown Coal 
 VIC1 ,YWPS3, Existing Plant ,Yallourn W, EnergyAustralia Yallourn Pty Ltd , Turbine - Steam Sub Critical , Fossil - Brown Coal 
 VIC1 ,YWPS4, Existing Plant ,Yallourn W, EnergyAustralia Yallourn Pty Ltd , Turbine - Steam Sub Critical , Fossil - Brown Coal 
 VIC1 ,, Existing Plant ,Yaloak South Wind Farm, Pacific Hydro Yaloak South Pty Ltd , Wind Turbine - Onshore , Wind - Wind 
 VIC1 ,YAMBUKWF, Existing Plant ,Yambuk, Energy Pacific Vic Pty Ltd , Wind Turbine - Onshore , Wind - Wind 
 NSW1 ,, Project ,Yanco BESS, Acenergy Pty Ltd , Storage - Battery , Other - Other 
 NSW1 ,, Project ,Yanco Delta Wind Farm, Yanco Delta Wind Farm Pty Ltd , Wind Turbine - Onshore , Wind - Wind 
 NSW1 ,, Project ,Yanco Delta Wind Farm Stage 1 - Battery, Yanco Delta Wind Farm Pty Ltd , Storage - Battery , Other - Other 
 NSW1 ,, Project ,Yanco Solar Farm, Origin Energy , Solar PV - Single axis tracking , Solar - Solar 
 NSW1 ,, Project ,Yarrabee Solar Power Project, Origin Energy , Solar PV - Single axis tracking , Solar - Solar 
 QLD1 ,YARANSF1, Existing Plant ,Yarranlea Solar Farm, Yarranlea Solar Pty Ltd , Solar PV - Single axis tracking , Solar - Solar 
 VIC1 ,, Existing Plant ,Yarrawonga, AGL Hydro Partnership , Hydro - Dam , Hydro - Water 
